,Path,Canonical,Transcript,Speaker,L1
306,L2_arctic_WAV/ERMS_arctic_a0013,hh iy w ah z ah hh eh d sh ao r t er dh ae n hh ih z k ah m p ae n y ah n ah v ao l m ow s t d eh l ah k ah t f ah z iy k,hh iy w ah s ah hh eh d ch ao r t er d ae n hh ih s k ah m p ae n y ah n ah v ao l m ow s t d eh l ah k ey t f f iy s iy k,ERMS,Spanish
307,L2_arctic_WAV/ERMS_arctic_a0018,dh eh r w ah z ah ch ey n jh n aw,d eh r w ah s ah ch ey n jh n aw,ERMS,Spanish
308,L2_arctic_WAV/ERMS_arctic_a0019,ay f aa l ow d dh ah l ay n ah v dh ah p r ah p ow z d r ey l r ow d l uh k ih ng f er ch ae n s ah z,ay f ao l ow err d ah l ay n ah v d ah p r ah p ow s r ey r ow d l uh k ih ng f er ch ae n s ah s,ERMS,Spanish
309,L2_arctic_WAV/ERMS_arctic_a0020,k l ah b z ah n d b ao l z ah n d s ih t iy z g r uw t uw b iy ow n l iy m eh m er r iy z,k l ah b s ah n d b ao l z ah n d s iy t iy z g r uw t uw b iy ow n l iy m eh m ow r iy s,ERMS,Spanish
310,L2_arctic_WAV/ERMS_arctic_a0021,ih t f eh r l iy k l ah b d m iy ih n t uw r eh k ah g n ay z ih ng ih t,ih t f eh l iy k l aa b d m iy iy n t uw r eh k ah g n ay s ih ng ih t,ERMS,Spanish
311,L2_arctic_WAV/ERMS_arctic_a0022,hh aa r d l iy w er aa r p l ae n z m ey d p ah b l ih k b ih f ao r w iy w er m eh t b ay p aw er f ah l aa p ah z ih sh ah n,hh aa d l iy w er aa r p l ae n s m ey d p ah b l ih k b ih f ao w iy w er m eh t b ay p aw er f ah l aa p ah s iy sh ah n,ERMS,Spanish
312,L2_arctic_WAV/ERMS_arctic_a0023,ah k aa m b ah n ey sh ah n ah v k ah n ey d iy ah n k ae p ah t ah l k w ih k l iy ao r g ah n ay z d ah n d p ah t ih sh ah n d f r er dh ah s ey m p r ih v ih l ah jh ah z,ah k aa m b iy n ey sh ah ng ah v k ah n ey d iy ah n k ae p ih t ah k w ih k l iy ao r g ah n ay s t ah n d p ah t iy sh ah n d f r er dh ah s ey m p r ih v ih l ah sh ah s,ERMS,Spanish
313,L2_arctic_WAV/ERMS_arctic_a0024,ih t w ah z m ay r ih p ao r t s f r ah m dh ah n ao r th hh w ih ch ch iy f l iy ih n d uw s t p iy p ah l t ih b ay,ih t w ah s m ay r ih p ao r t s f r ah m dh ah n ao r t hh w iy ch ch iy f l iy ih n d uw s t p iy p ah l t ih b ay,ERMS,Spanish
314,L2_arctic_WAV/ERMS_arctic_a0025,ay w ah z ah b aw t t uw d uw dh ih s hh w eh n k uw l er jh ah jh m ah n t p r ih v ey l d,ay w ah s ah b aw t t uw d uw dh iy s hh w eh n k uw l er jh ah jh m ah n t p r ih b ey l t,ERMS,Spanish
315,L2_arctic_WAV/ERMS_arctic_a0026,ih t ah k er d t uw m iy dh ae t dh eh r w uh d hh ae v t uw b iy ae n ah k aw n t ih ng,ih t ah k y er d t uw m iy d ae t d eh r w uh d hh aa b t uw b iy ae n ah k ao n t ih ng,ERMS,Spanish
316,L2_arctic_WAV/ERMS_arctic_a0027,t ah m ay s er p r ay z hh iy b iy g ae n t ah sh ow ae k sh ah l ih n th uw z iy ae z ah m ih n m ay f ey v er,t ah m ay s er p r ay s hh iy b iy g aa n t ah sh ow ae k sh ah l ih n t uw s iy ae s ah m ih n m ay f ae v er,ERMS,Spanish
317,L2_arctic_WAV/ERMS_arctic_a0028,r aa b er iy b r ay b er iy f r ao d,r aa b er iy b r ay b er iy f r ao d,ERMS,Spanish
318,L2_arctic_WAV/ERMS_arctic_a0029,dh eh r f ao r s ih z w er ao r eh d iy m uw v ih ng ih n t uw dh ah n ao r th k ah n t r iy,d eh r f ao r s ih z w er ao r eh d iy m uw b ih ng iy n t uw d ah n ao r t k ah n t r iy,ERMS,Spanish
319,L2_arctic_WAV/ERMS_arctic_a0030,ay hh ae d f ey th ih n dh eh m,ay hh ae d f ey t ih n d eh m,ERMS,Spanish
320,L2_arctic_WAV/ERMS_arctic_a0031,dh ey w er th r iy hh ah n d er d y aa r d z ah p aa r t,d ey w er t r iy hh aa n d er d y aa r d s ah p aa r t,ERMS,Spanish
321,L2_arctic_WAV/ERMS_arctic_a0032,s ih n s dh eh n s ah m m ih s t ih r iy ah s f ao r s hh ae z b ih n f ay t ih ng ah s ae t eh v er iy s t eh p,s iy n z d eh n s ah m m ih s t ih r iy ah s f ao r s hh ae z b ih n f ay t ih ng ah s ae t eh v er iy s t eh p,ERMS,Spanish
322,L2_arctic_WAV/ERMS_arctic_a0036,sh iy t er n d ih n ae t dh ah hh ow t eh l,sh iy t er n t ih n ae t d eh hh ow t eh l,ERMS,Spanish
323,L2_arctic_WAV/ERMS_arctic_a0037,ay w ah z dh iy ow n l iy w ah n hh uw r iy m ey n d s ih t ih ng,ay w ah z dh iy ow n l iy w aa ng hh uw r iy m ey n t s iy t iy ng,ERMS,Spanish
324,L2_arctic_WAV/ERMS_arctic_a0038,w ih l hh ae v t ah w aa ch aa r ch ae n s ih z,w ih l hh ae b t ah w aa ch aa r ch ae n s ih s,ERMS,Spanish
325,L2_arctic_WAV/ERMS_arctic_a0039,dh ah sh ih p sh uh d b iy ih n w ih dh ih n ah w iy k er t eh n d ey z,d ah sh iy p sh uh d b iy iy ng w ih dh iy ng ah w iy k er t eh n d ey s,ERMS,Spanish
326,L2_arctic_WAV/ERMS_arctic_a0040,ay s ah p ow z y uw w ah n d er w ay sh iy ih z k ah m ih ng ah p hh iy r,ay s ah p ow z y uw w ah n d er w ay sh iy ih s k ah m ih ng aa p hh iy r,ERMS,Spanish
327,L2_arctic_WAV/ERMS_arctic_a0041,m iy n w ay l ay l g ow aw t t ah b r iy dh ah s p eh l,m iy n w ay l ay l g ow aw t ae z b r iy d ah s p eh l,ERMS,Spanish
328,L2_arctic_WAV/ERMS_arctic_a0042,hh aw k uh d hh iy ih k s p l ey n hh ih z p ah z eh sh ah n ah v dh ah s k eh ch,hh aw k uh t hh iy ih k s p l ey n hh ih z p ah s eh sh ah n s ah v d ih s k eh ch,ERMS,Spanish
329,L2_arctic_WAV/ERMS_arctic_a0045,hh iy m uw v d ah w ey ae z k w ay ah t l iy eh z hh iy hh ae d k ah m,hh iy m uw p ah w ey ae s k w ay ah t l iy eh s hh iy hh aa t k ah m,ERMS,Spanish
330,L2_arctic_WAV/ERMS_arctic_a0046,dh iy g er l f ey s t hh ih m hh er ay z sh ay n ih ng w ih th s ah d ah n f ih r,d iy g er l f ey s hh ih m hh er ay s sh ay n ih ng w ih t s ah d ah n f ih r,ERMS,Spanish
331,L2_arctic_WAV/ERMS_arctic_a0047,k l ow s b ih s ay d hh ih m g l iy m d dh iy w ay t f ae ng z ah v dh ah w uh l f d ao g,k l ow s b ih s ay d hh ih m g l iy m d d iy w ay t f aa ng s ah v d ah w ao l f d ao k,ERMS,Spanish
332,L2_arctic_WAV/ERMS_arctic_a0048,hh iy l uh k t ae t dh ah hh ae ng k er ch iy f m ao r k l ow s l iy,hh iy l uh k t ae t d ah hh aa n k er ch iy f m ao r k l ow s l iy,ERMS,Spanish
333,L2_arctic_WAV/ERMS_arctic_a0051,dh ah l ey s w ah z ah v ah d eh l ah k ah t ay v er iy k ah l er f ey n t l iy t ih n t ih d w ih th y eh l ow,d ah l ey s w aa s ah v ah d eh l ah k ah t ay b er iy k ao l er f ey n t l iy t iy n t ih d w ih t y eh l ow,ERMS,Spanish
334,L2_arctic_WAV/ERMS_arctic_a0052,ih t w ah z ah k y uh r iy ah s k ow ih n s ih d ah n s,ih t w ah s ah k y uh r iy ah s k ao ih n s iy d ah n s,ERMS,Spanish
335,L2_arctic_WAV/ERMS_arctic_a0053,s ah d ah n l iy hh ih z f ih ng g er z k l ow z d t ay t l iy ow v er dh ah hh ae ng k er ch iy f,s ah d ah n l iy hh ih s f iy ng g er s k l ow s t ay t l iy ow b er d ah hh aa ng k er ch iy f,ERMS,Spanish
336,L2_arctic_WAV/ERMS_arctic_a0054,dh eh r w ah z n ah th ih ng aa n dh ah r aa k,d eh r w ah s n ah t ih ng aa n d eh r aa k,ERMS,Spanish
337,L2_arctic_WAV/ERMS_arctic_a0058,ay k ey m f r er ih n f er m ey sh ah n m ao r aw t ah v k y uh r iy aa s ah t iy dh ae n eh n iy th ih ng eh l s,ay k ey m f r er ih n f er m ey sh ah n m ao r aw t k y uh r iy aa s ah t iy d ae ng eh n iy t ih ng eh l s,ERMS,Spanish
338,L2_arctic_WAV/ERMS_arctic_a0059,hh ih z ih m ae k y uw l ih t ah p ih r ah n s w ah z g ao n,hh ih s ih m ae k y uw l ih t ah p ih r ah n s w aa s g ao n,ERMS,Spanish
339,L2_arctic_WAV/ERMS_arctic_a0060,eh n iy w ey n ow w ah n s ao hh er l ay k dh ae t,eh n iy w ey n ow w aa n s ao hh er l ay k d ae t,ERMS,Spanish
340,L2_arctic_WAV/ERMS_arctic_a0062,dh ah m eh n s t eh r d ih n t uw iy ch ah dh er r z f ey s,d ah m ae n eh s t eh r d iy n t uw iy ch ah dh er r s f ey s,ERMS,Spanish
341,L2_arctic_WAV/ERMS_arctic_a0063,y eh s ih t w ah z ah m ae n hh uw ae s k t ah s t r ey n jh er,jh eh s ih t w aa s ah m aa n hh uw ae s k t ah s t r ey n y er,ERMS,Spanish
342,L2_arctic_WAV/ERMS_arctic_a0064,dh ah f ao r th ah n d f ih f th d ey z p ae s t w ih dh aw t eh n iy d ih v eh l ah p m ah n t s,d ah f ao r t aa ng f iy f t d ey s p ae s t w ih dh aw t eh n iy d eh b eh l ah p m ah n t s,ERMS,Spanish
343,L2_arctic_WAV/ERMS_arctic_a0065,dh ey k l ow z d n aw ah n t ih l hh ih z f ih ng g er z w er l ay k k ao r d z ah v s t iy l,d ey k l ow s n aw ah n t iy hh ih s f iy ng g er s w er l ay k k ao r d s ah v s t iy l,ERMS,Spanish
344,L2_arctic_WAV/ERMS_arctic_a0067,sh uh r l iy ay w ah l ih k s k y uw z y uw sh iy k r ay d,sh uh r l iy ay w iy l ih k s k y uw s y uw sh iy k r ay t,ERMS,Spanish
345,L2_arctic_WAV/ERMS_arctic_a0071,hh w ah t w ah z dh iy aa b jh eh k t ah v y uh r l ih t ah l s eh n s ey sh ah n,hh w ah t w ah z z eh aa b jh eh k ah v y uh r l iy t ah l s eh n s ey sh ah n t,ERMS,Spanish
346,L2_arctic_WAV/ERMS_arctic_a0073,dh ah p r ah m ow t er z ay z w er hh eh v iy w ih th l ih t ah l p ah f iy b ae g z ah n d er dh eh m,d ah p r ah m ow t er s ay s w er hh eh b iy w ih t l iy t ah l f b aa f iy b aa g s ah n d er d eh m,ERMS,Spanish
347,L2_arctic_WAV/ERMS_arctic_a0075,dh eh r hh ae z b ih n ah ch ey n jh sh iy ih n t er ah p t ih d hh ih m,d eh r hh ae s b iy ng ah ch ey n jh sh iy ih n t er ah p t hh ih m,ERMS,Spanish
348,L2_arctic_WAV/ERMS_arctic_a0076,dh ah g r ey ay z f aa l t er d dh ah f l ah sh d iy p ah n d,d ah g r ey d ay s f aa l t er d d ah f l ah sh d iy p ah n d,ERMS,Spanish
349,L2_arctic_WAV/ERMS_arctic_a0077,ih t ih z dh ah f ay er p aa r t l iy sh iy s eh d,ih t ih z dh ah f ay er p aa r t l iy sh iy s eh d,ERMS,Spanish
350,L2_arctic_WAV/ERMS_arctic_a0078,dh eh n ah n d ae t s ah p er hh iy t r ay d t ah f ae dh ah m hh er,dh eh n aa n d ae t s aa p er hh iy t r ay d t ah f aa d ao m hh er,ERMS,Spanish
351,L2_arctic_WAV/ERMS_arctic_a0079,ih t w ah z ah l aa r jh k ah n uw,ih t w ah z ah l aa r zh k ah n uw eh,ERMS,Spanish
352,L2_arctic_WAV/ERMS_arctic_a0081,hh w ah t ih f sh iy d ih d n aa t k ah m t ah dh ah r aa k,hh w ah t iy f sh iy d iy d n aa t k ah m t ah d ah r aa k,ERMS,Spanish
353,L2_arctic_WAV/ERMS_arctic_a0082,hh ih z f ey s w ah z s t r iy m ih ng w ih th b l ah d,hh ih z f ey w ah s s t r iy m ih ng w iy d b l ah d,ERMS,Spanish
354,L2_arctic_WAV/ERMS_arctic_a0085,ah t r ih k ah l ah v f r eh sh b l ah d r ae n ow v er hh ih z f ey s,ah s r iy k ah l ah v f l eh sh b l ah d r aa n ao b er hh ih z f ey s,ERMS,Spanish
355,L2_arctic_WAV/ERMS_arctic_a0086,d eh th hh ae d k ah m w ih dh t eh r ah b ah l s ah d ah n n ah s,d eh t hh aa d k aa m w iy d t eh r ah b ah l s aa d aa n n ah s,ERMS,Spanish
356,L2_arctic_WAV/ERMS_arctic_a0088,hh iy m ey d sh uh r dh ah t dh ah m ae g ah z iy n w ah z l ow d ah d ah n d r ih z uw m d hh ih z p ae d l ih ng,hh iy m ey d sh uh r d aa t d ah m ae g ah s iy n w ah s l ow t aa n d r ih s iy ah m hh iy s p aa dh l ih ng,ERMS,Spanish
357,L2_arctic_WAV/ERMS_arctic_a0089,dh ah n ay t g l ow w ah z t r eh ch er ah s t ah sh uw t b ay,d eh n ay t g l ow w ah s t r iy ch er ah s t ah sh uw t b ay,ERMS,Spanish
358,L2_arctic_WAV/ERMS_arctic_a0090,dh ah s ih ng ih ng v oy s ah p r ow ch t r ae p ah d l iy,d eh s iy ng g iy m b oy s ah p r ow ch r aa p ah d l iy,ERMS,Spanish
359,L2_arctic_WAV/ERMS_arctic_a0091,hh ih z b l ah d g r uw hh aa t w ih dh r ey jh ae t dh ah th ao t,hh ih s b l ah d g r iy hh aa t w ih d ah r ey ch aa t dh eh th ao t,ERMS,Spanish
360,L2_arctic_WAV/ERMS_arctic_a0092,hh iy w eh n t d aw n ih n m ih d s t r iy m s er ch ih ng dh ah sh ae d ow z ah v b ow th sh ao r z,hh iy w eh n t d aw n iy n m iy d s t r iy m s er ch ih ng d ah sh aa dh ow s ah v b ow t sh ao r s,ERMS,Spanish
361,L2_arctic_WAV/ERMS_arctic_a0093,f ao r ah f uh l m ih n ah t hh iy k r aw ch t ah n d l ih s ah n d,f ao r ah f uw l m iy n ah t hh iy k r aw ch t aa n d l iy s ah n d,ERMS,Spanish
362,L2_arctic_WAV/ERMS_arctic_a0094,hh iy hh ae d b eh r l iy eh n t er d dh ih s w eh n hh iy s ao dh ah g l ow ah v ah f ay r,hh iy hh aa d b eh r l iy eh n t er d d iy s w eh ng hh iy s ow d eh g l ow ah v ah f ay r,ERMS,Spanish
363,L2_arctic_WAV/ERMS_arctic_a0095,ah b ih g k ae n v ah s t eh n t w ah z dh ah f er s t th ih ng t ah k ah m w ih dh ih n hh ih z v ih zh ah n,ah b iy g k ae n v ah s t eh n t w aa z dh ah f er s s iy ng t ah k ah m w iy dh iy n hh ih z b ih sh ah n,ERMS,Spanish
364,L2_arctic_WAV/ERMS_arctic_a0096,p er hh ae p s sh iy hh ae d ao l r eh d iy m eh t hh er f ey t ah l ih t ah l d iy p er ih n dh ah f ao r ah s t,p er hh aa p s sh iy hh aa d ao l r eh d iy m eh t hh er f ey t ah l iy t ah l d iy p er ih n dh ah f ao r ah s t,ERMS,Spanish
365,L2_arctic_WAV/ERMS_arctic_a0097,dh eh n y uw k ae n er ey n jh y er s eh l f k ah m f er t ah b l iy ah m ah ng dh iy z r ow b z ih n dh ah b ow,d eh n y uw k aa n er ey n jh jh er s eh l f k ao m f ao t ah b l iy ah m ow n d iy s r ow b s ih n d eh b ow,ERMS,Spanish
366,L2_arctic_WAV/ERMS_arctic_a0098,sh ae l ay k ae r iy y uw,sh ae l ay k aa r iy y uw,ERMS,Spanish
367,L2_arctic_WAV/ERMS_arctic_a0099,ah m ae d ah n ih ng jh oy p aw n d ih d ih n hh ih z b r ey n,ah m ae d ih ng jh oy p aw n d ih d iy ng hh iy z b r ey ng,ERMS,Spanish
368,L2_arctic_WAV/ERMS_arctic_a0100,y uw m ah s t s l iy p hh iy er jh d,jh uw m aa s s l iy p hh iy er ch,ERMS,Spanish
369,L2_arctic_WAV/ERMS_arctic_a0101,y uw y uw w uh d n aa t k iy p dh ah t r uw th f r ah m m iy,y uw y uw w uh d n ow t k iy p d eh t r uw t f r ao m m iy,ERMS,Spanish
370,L2_arctic_WAV/ERMS_arctic_a0102,hh iy w ih l f aa l ow ah s s uw n,hh iy w ih l f ao l ow aa s s uw n,ERMS,Spanish
371,L2_arctic_WAV/ERMS_arctic_a0103,b ah t dh eh r k ey m n ow p r aa m ah s f er m dh ah b ow ah v dh ah k ah n uw,b aa t d eh r k ey m n ow p r aa m ah s f er m d ah b aw ow v d eh k ah n ow eh,ERMS,Spanish
372,L2_arctic_WAV/ERMS_arctic_a0104,sh iy w ah z s l iy p ih ng ah n d er hh ih z p r ah t eh k sh ah n ae z s w iy t l iy ae z ah ch ay l d,sh iy w aa s s l iy p iy ng ah n d er hh ih z p r ah t eh k sh ah ng aa s s w iy t l iy aa s ah ch ay l d,ERMS,Spanish
373,L2_arctic_WAV/ERMS_arctic_a0105,ow n l iy ih t ih z s ow w ah n d er f ah l s ow ao l m ow s t ih m p aa s ah b ah l t uw b ih l iy v,ow ng l iy iy t iy s s ow w ao n d er f ah l s ow ao l m ow s t ih m p aa s ah b ah l t uw b ih l iy f,ERMS,Spanish
374,L2_arctic_WAV/ERMS_arctic_a0106,dh iy ih m ow sh ah n w ih ch sh iy hh ae d s ah p r eh s t b er s t f ao r th n aw ih n ah ch ow k ih ng s aa b,d iy ih m ow sh ah n w iy t sh iy hh ae d s ah p r eh s t b er s t f ao r t n aw ih n ah sh ao k ih ng s aa b,ERMS,Spanish
375,L2_arctic_WAV/ERMS_arctic_a0107,ih f y uw ow n l iy k uh d n ow hh aw ay th ae ng k y uw,ih v y uw ow n l iy k uh d n ow hh aw ay th ae k y uw,ERMS,Spanish
376,L2_arctic_WAV/ERMS_arctic_a0108,hh iy w ey d ih d ih n t ah dh iy eh jh ah v dh ah w ao t er ah n d b iy g ae n s k r ah b ih ng hh ih m s eh l f,hh iy w ey t ih d ih n t ah d iy ey zh ah v d eh w ao t er aa n b iy g aa n eh s k r aa m b l ih ng hh ih m s eh l f,ERMS,Spanish
377,L2_arctic_WAV/ERMS_arctic_a0109,d uw y uw n ow dh ae t y uw aa r sh ey k ih ng m ay k aa n f ah d ah n s ih n y uw,d uw y uw n ow d aa t y uw r sh sh ey k ih ng m ay k aa n f ah d ah n s ih n jh uw,ERMS,Spanish
378,L2_arctic_WAV/ERMS_arctic_a0111,ih n s t eh d hh iy jh oy n d hh er ah n d dh ey ey t l ay k t uw hh ah ng g r iy ch ih l d r ah n,iy n s t eh d hh iy jh oy n d hh er ah n d dh ey ey t l ay k t uw hh aa ng g r iy ch iy l d r ah n,ERMS,Spanish
379,L2_arctic_WAV/ERMS_arctic_a0112,hh iy w ah z w uw n d ih d ih n dh iy aa r m,hh iy w aa s w uw n d ih d ih n d iy aa r m p,ERMS,Spanish
380,L2_arctic_WAV/ERMS_arctic_a0113,ay s ah p ow z y uw p ih k t dh ae t l ih ng g ow ah p ah m ah ng dh iy ih n d iy ah n z,ay s ah p ow s jh uw p iy k t d ae t l iy ng g ow aa p ah m ao ng d iy iy n d iy ah n s,ERMS,Spanish
381,L2_arctic_WAV/ERMS_arctic_a0115,hh iy hh ae d n ow ih k s k y uw z f ao r dh ah f iy l ih ng z w ih ch w er er aw z d ih n hh ih m,hh iy hh aa d n ow ih k s k y uw s f ao r d ah f iy l ih n s w ih ch w er er aw s iy ng hh iy m,ERMS,Spanish
382,L2_arctic_WAV/ERMS_arctic_a0116,w ah z ih t dh ah r aa n d ih v uw ah v dh ow z hh uw w er s t r ay v ih ng t uw w er k hh ih z r uw ih n,w ah s iy t d ah r eh n d ih b ow s ah f d ow s hh uw w er s s t r ay b iy n t uw w er k hh ih s r uw iy ng,ERMS,Spanish
383,L2_arctic_WAV/ERMS_arctic_a0117,sh iy ae d ah d w ih dh jh eh n y uw w ih n s ih m p ah th iy ih n hh er f ey s ah n d v oy s,sh iy ae t ah d w iy d jh eh n y uw w iy n t s iy m f ah t iy iy ng hh er f ey s ah n d v oy s,ERMS,Spanish
384,L2_arctic_WAV/ERMS_arctic_a0120,m ay r ay t f uh t f iy l z l ay k dh ae t ah v ah ch ay n iy z d eh b y ah t aa n t,m ay r ay t f uw t f iy l s l ay k dh ae t ah v ah ch ay n iy z d eh b y ah t aa n t,ERMS,Spanish
385,L2_arctic_WAV/ERMS_arctic_a0121,dh ey ey t d ih n er ae t dh ah f ih f th ah n d r eh s t ah d f r er t uw aw er z,d ey ey t d iy n er aa t d ah f iy f t aa n r eh s t ah d f r er t uw aw er s,ERMS,Spanish
386,L2_arctic_WAV/ERMS_arctic_a0122,t uw y er z ah g ow ay g ey v ah p s ih v ah l ih z ey sh ah n f er dh ih s,t uw y er z ah g ow ay g ey b ah p t s ih v ah l ih s ey sh ah n f er d ih s,ERMS,Spanish
387,L2_arctic_WAV/ERMS_arctic_a0123,sh iy hh ae d d ay d f r ah m k ow l d ah n d s t aa r v ey sh ah n,sh iy hh aa d d ay f r ah m k ao l aa n eh s t aa r b ey sh ah n,ERMS,Spanish
388,L2_arctic_WAV/ERMS_arctic_a0125,hh iy w ah z d ih t er m ah n d n aw t uw m ey n t ey n ah m ao r s er t ah n hh ow l d ah p aa n hh ih m s eh l f,hh iy w aa z d ih t er m iy ng n aw t uw m aa n t ey n ah m ao r s s er t ah ng hh ow l uh p aa n hh iy m s eh l f,ERMS,Spanish
389,L2_arctic_WAV/ERMS_arctic_a0126,iy ch d ey sh iy b iy k ey m ah m ao r v ay t ah l p aa r t ah v hh ih m,iy zh d ey sh iy b iy k ey m ah m ao r b ay t ah l p aa r t ah v hh iy m,ERMS,Spanish
390,L2_arctic_WAV/ERMS_arctic_a0127,ih t w ah z ah t eh m t ey sh ah n b ah t hh iy r ih z ih s t ih d ih t,ih t w ah s ah t eh m t ey sh ah ng b ah t hh iy r ih s ih s t ih d ih t,ERMS,Spanish
391,L2_arctic_WAV/ERMS_arctic_a0128,dh ih s w ah n hh ow p w aa z d ih s t r oy d eh z k w ih k l iy ae z ih t w ao z b ao r n,d ih z w ah ng hh ow p w aa z d iy s t r oy d eh s k w ih k l iy ae s ih t w ao s b ao r,ERMS,Spanish
392,L2_arctic_WAV/ERMS_arctic_a0129,hh er f ey s w ah z ah g eh n s t hh ih z b r eh s t,hh er f ey s w aa s ah g ey n s t hh iy s b r eh s t,ERMS,Spanish
393,L2_arctic_WAV/ERMS_arctic_a0130,sh iy w ah z hh ih z n aw f er eh v er,sh iy w aa s hh iy s n aw f er eh v er,ERMS,Spanish
394,L2_arctic_WAV/ERMS_arctic_a0131,p r aa v ah d ah n s hh ae d d ih l ih v er d hh ih m th r uw dh ah m ey l s t r ah m,p r aa v ah d ah n s hh aa d d eh l iy b er d hh iy m t r uw dh ah m ae l s t r ah m,ERMS,Spanish
395,L2_arctic_WAV/ERMS_arctic_a0134,hh iy ow b ey d dh ah p r eh sh er ah v hh er hh ae n d,hh iy ow b ey d d eh p r eh sh er ah v hh er hh aa n t,ERMS,Spanish
396,L2_arctic_WAV/ERMS_arctic_a0136,ah b aw t hh ih m eh v r iy w eh r w er dh ah eh v ah d ah n s ah z ah v l ah g zh er iy ah n d ah v ey jh,ah b aw hh iy m eh b r iy w eh r w er d eh eh b ah d ah n s ah s ah v l uh g zh er iy aa n d ah v ey sh,ERMS,Spanish
397,L2_arctic_WAV/ERMS_arctic_a0137,dh eh n hh iy s t eh p t b ae k w ih dh ah l ow k r ay ah v p l eh zh er,d eh ng hh iy eh s t eh p ah t b aa k w ih d ah l ow k r ay ah v p l eh sh er,ERMS,Spanish
398,L2_arctic_WAV/ERMS_arctic_a0139,hh iy t ow l d hh ih m s eh l f dh ae t ae z hh iy w aa sh t hh ih m s eh l f ah n d g r uw m d hh ih z d ih sh eh v ah l d k l ow dh z,hh iy t ow l d hh iy m s eh l f d aa t ae s hh iy w aa sh t hh ih m s eh l f ah n d g r uw m d hh iy z d ih sh eh b ah l d k l ow dh s,ERMS,Spanish
399,L2_arctic_WAV/ERMS_arctic_a0145,ay hh ae v t ah b iy k eh r f ah l ah v dh eh m ae z dh ey t ih r v eh r iy iy z ah l iy,ay hh aa b t ah b iy k eh r f ah l ah v d eh m aa z d ey t ih r b eh r iy iy s ah l iy,ERMS,Spanish
400,L2_arctic_WAV/ERMS_arctic_a0148,n aw dh iy z th ih ng z hh ae d b ih n s t r ah k d eh d w ih dh ih n hh ih m,n aw d iy s t iy ng s hh aa d b iy ng ah s t r ah k d eh t w iy d iy ng hh iy m,ERMS,Spanish
401,L2_arctic_WAV/ERMS_arctic_a0154,hh iy w ah z s m uw th sh ey v ah n ah n d hh ih z hh eh r ah n d ay z w er b l ae k,hh iy w aa z err s m uw t sh ey b ah n ah n d hh iy s hh eh r ah n d ay z w er b l ae k,ERMS,Spanish
402,L2_arctic_WAV/ERMS_arctic_a0159,dh ey l uh k ae z dh ow hh iy hh ae d b ih n d r ah m ih ng ah p iy ae n ow ao l hh ih z l ay f,d ey l uw k aa s d ow hh iy hh ae d b iy n d r ah m ih ng ah p iy ae n ow ao l hh iy s l ay f,ERMS,Spanish
403,L2_arctic_WAV/ERMS_arctic_a0170,dh eh r w ah z n ah n ah v dh iy jh oy ah v m iy t ih ng ih n hh ih z f ey s,d eh r w ah s n ah n ah v dh iy jh oy ah v m iy t ih ng iy ng hh iy s f ey s,ERMS,Spanish
404,L2_arctic_WAV/ERMS_arctic_a0176,f ao r dh ah f er s t t ay m ih n hh ih z l ay f hh iy w ah z y er n ih ng f ao r ah s k r ae p,f ao r d ah f er s t t ay m iy ng hh iy s l ay f hh iy w ah z y er n ih ng f ao r ah s k r ae p,ERMS,Spanish
405,L2_arctic_WAV/ERMS_arctic_a0178,eh v er iy b ow n ih n hh er ey jh d b aa d iy s iy m d b r ow k ah n ao r d ih s l ow k ey t ih d,eh b er iy b ow n iy ng hh er ey sh b aa d iy s iy m d b r ow k ah n ao r d ih s l ow k ey t ih d,ERMS,Spanish
406,L2_arctic_WAV/ERMS_arctic_a0185,dh ah k w eh s ch ah n z m ey hh ae v k ah m v ey g l iy ih n hh ih z m ay n d,d eh k w eh s ch ah n s m ey hh ae v k ah m b ey g l iy iy ng hh iy z m ay n,ERMS,Spanish
407,L2_arctic_WAV/ERMS_arctic_a0191,f r er ah t ay m dh ah ih k s ay t ih ng th r ih l ah v hh ih z ah d v eh n ch er w ah z g ao n,f r er ah t ay m d ah ih k s ay t ih ng t r iy l ah v hh iy s ah d b eh n ch er w ah s g ao n,ERMS,Spanish
408,L2_arctic_WAV/ERMS_arctic_a0198,s ah m t ay m z hh er d r iy m z w er f ih l d w ih dh v ih zh ah n z,s ah m t ay n s hh er d r iy m s w er f iy l t w iy d b iy sh ah n s,ERMS,Spanish
409,L2_arctic_WAV/ERMS_arctic_a0210,ih t s d ay ae m ah t er w ah z n aa t m ao r dh ah n t uw hh ah n d r ah d y aa r d z,iy t s d iy aa m eh t er w aa s n aa t m ao r dh ah n t uw hh ah n d r ah d jh aa r d s,ERMS,Spanish
410,L2_arctic_WAV/ERMS_arctic_a0212,f r eh sh k ey s ih z s t ih l ey b ah l t ah w ao k dh ey k l ah s t er d ah b aw t dh ah s p ow k s m ah n,f r eh sh k ey z ih s eh s t iy l ey b ah l t ah w ao k d ey k l aa s t er d ah b aw t d ah s p ow k s m ah n,ERMS,Spanish
411,L2_arctic_WAV/ERMS_arctic_a0227,ih t w ah z dh ah s ey m w ey w ih dh aw r r ih v aa l v er z ah n d r ay f ah l z,iy t w aa z dh ah s ey m w ey w iy dh aw r r ih b aa l b er z ah n d r ay f ah l s,ERMS,Spanish
